   Time[sec]         Fxb               Fyb               Fzb               Mxb               Myb               Mzb           
   1.301400000E+02   1.141839463E+03   0.000000000E+00  -2.046914977E+04   0.000000000E+00  -3.824993553E-03   0.000000000E+00
   1.301500000E+02   1.141839487E+03   0.000000000E+00  -2.046914948E+04   0.000000000E+00  -3.830156555E-03   0.000000000E+00
   1.301600000E+02   1.141839511E+03   0.000000000E+00  -2.046914918E+04   0.000000000E+00  -3.835317544E-03   0.000000000E+00
   1.301700000E+02   1.141839535E+03   0.000000000E+00  -2.046914889E+04   0.000000000E+00  -3.840476529E-03   0.000000000E+00
   1.301800000E+02   1.141839559E+03   0.000000000E+00  -2.046914860E+04   0.000000000E+00  -3.845633502E-03   0.000000000E+00
   1.301900000E+02   1.141839582E+03   0.000000000E+00  -2.046914830E+04   0.000000000E+00  -3.850788456E-03   0.000000000E+00
   1.302000000E+02   1.141839606E+03   0.000000000E+00  -2.046914801E+04   0.000000000E+00  -3.855941406E-03   0.000000000E+00
   1.302100000E+02   1.141839630E+03   0.000000000E+00  -2.046914772E+04   0.000000000E+00  -3.861092333E-03   0.000000000E+00
   1.302200000E+02   1.141839654E+03   0.000000000E+00  -2.046914742E+04   0.000000000E+00  -3.866241241E-03   0.000000000E+00
   1.302300000E+02   1.141839678E+03   0.000000000E+00  -2.046914712E+04   0.000000000E+00  -3.871388137E-03   0.000000000E+00
   1.302400000E+02   1.141839702E+03   0.000000000E+00  -2.046914683E+04   0.000000000E+00  -3.876532999E-03   0.000000000E+00
   1.302500000E+02   1.141839726E+03   0.000000000E+00  -2.046914653E+04   0.000000000E+00  -3.881675846E-03   0.000000000E+00
   1.302600000E+02   1.141839750E+03   0.000000000E+00  -2.046914624E+04   0.000000000E+00  -3.886816659E-03   0.000000000E+00
   1.302700000E+02   1.141839774E+03   0.000000000E+00  -2.046914594E+04   0.000000000E+00  -3.891955446E-03   0.000000000E+00
   1.302800000E+02   1.141839798E+03   0.000000000E+00  -2.046914564E+04   0.000000000E+00  -3.897092211E-03   0.000000000E+00
   1.302900000E+02   1.141839822E+03   0.000000000E+00  -2.046914535E+04   0.000000000E+00  -3.902226934E-03   0.000000000E+00
   1.303000000E+02   1.141839847E+03   0.000000000E+00  -2.046914505E+04   0.000000000E+00  -3.907359627E-03   0.000000000E+00
   1.303100000E+02   1.141839871E+03   0.000000000E+00  -2.046914475E+04   0.000000000E+00  -3.912490291E-03   0.000000000E+00
   1.303200000E+02   1.141839895E+03   0.000000000E+00  -2.046914445E+04   0.000000000E+00  -3.917618909E-03   0.000000000E+00
   1.303300000E+02   1.141839919E+03   0.000000000E+00  -2.046914415E+04   0.000000000E+00  -3.922745494E-03   0.000000000E+00
   1.303400000E+02   1.141839944E+03   0.000000000E+00  -2.046914385E+04   0.000000000E+00  -3.927870035E-03   0.000000000E+00
   1.303500000E+02   1.141839968E+03   0.000000000E+00  -2.046914355E+04   0.000000000E+00  -3.932992531E-03   0.000000000E+00
   1.303600000E+02   1.141839992E+03   0.000000000E+00  -2.046914325E+04   0.000000000E+00  -3.938112986E-03   0.000000000E+00
   1.303700000E+02   1.141840017E+03   0.000000000E+00  -2.046914295E+04   0.000000000E+00  -3.943231390E-03   0.000000000E+00
   1.303800000E+02   1.141840041E+03   0.000000000E+00  -2.046914265E+04   0.000000000E+00  -3.948347749E-03   0.000000000E+00
   1.303900000E+02   1.141840065E+03   0.000000000E+00  -2.046914235E+04   0.000000000E+00  -3.953462056E-03   0.000000000E+00
   1.304000000E+02   1.141840090E+03   0.000000000E+00  -2.046914205E+04   0.000000000E+00  -3.958574311E-03   0.000000000E+00
   1.304100000E+02   1.141840114E+03   0.000000000E+00  -2.046914175E+04   0.000000000E+00  -3.963684510E-03   0.000000000E+00
   1.304200000E+02   1.141840139E+03   0.000000000E+00  -2.046914144E+04   0.000000000E+00  -3.968792647E-03   0.000000000E+00
   1.304300000E+02   1.141840163E+03   0.000000000E+00  -2.046914114E+04   0.000000000E+00  -3.973898736E-03   0.000000000E+00
   1.304400000E+02   1.141840188E+03   0.000000000E+00  -2.046914084E+04   0.000000000E+00  -3.979002759E-03   0.000000000E+00
   1.304500000E+02   1.141840212E+03   0.000000000E+00  -2.046914053E+04   0.000000000E+00  -3.984104718E-03   0.000000000E+00
   1.304600000E+02   1.141840237E+03   0.000000000E+00  -2.046914023E+04   0.000000000E+00  -3.989204619E-03   0.000000000E+00
   1.304700000E+02   1.141840262E+03   0.000000000E+00  -2.046913993E+04   0.000000000E+00  -3.994302446E-03   0.000000000E+00
   1.304800000E+02   1.141840286E+03   0.000000000E+00  -2.046913962E+04   0.000000000E+00  -3.999398217E-03   0.000000000E+00
   1.304900000E+02   1.141840311E+03   0.000000000E+00  -2.046913932E+04   0.000000000E+00  -4.004491911E-03   0.000000000E+00
   1.305000000E+02   1.141840336E+03   0.000000000E+00  -2.046913901E+04   0.000000000E+00  -4.009583528E-03   0.000000000E+00
   1.305100000E+02   1.141840361E+03   0.000000000E+00  -2.046913871E+04   0.000000000E+00  -4.014673079E-03   0.000000000E+00
   1.305200000E+02   1.141840385E+03   0.000000000E+00  -2.046913840E+04   0.000000000E+00  -4.019760549E-03   0.000000000E+00
   1.305300000E+02   1.141840410E+03   0.000000000E+00  -2.046913809E+04   0.000000000E+00  -4.024845952E-03   0.000000000E+00
   1.305400000E+02   1.141840435E+03   0.000000000E+00  -2.046913779E+04   0.000000000E+00  -4.029929267E-03   0.000000000E+00
   1.305500000E+02   1.141840460E+03   0.000000000E+00  -2.046913748E+04   0.000000000E+00  -4.035010508E-03   0.000000000E+00
   1.305600000E+02   1.141840485E+03   0.000000000E+00  -2.046913717E+04   0.000000000E+00  -4.040089654E-03   0.000000000E+00
   1.305700000E+02   1.141840510E+03   0.000000000E+00  -2.046913686E+04   0.000000000E+00  -4.045166723E-03   0.000000000E+00
   1.305800000E+02   1.141840535E+03   0.000000000E+00  -2.046913656E+04   0.000000000E+00  -4.050241707E-03   0.000000000E+00
   1.305900000E+02   1.141840560E+03   0.000000000E+00  -2.046913625E+04   0.000000000E+00  -4.055314599E-03   0.000000000E+00
   1.306000000E+02   1.141840585E+03   0.000000000E+00  -2.046913594E+04   0.000000000E+00  -4.060385399E-03   0.000000000E+00
   1.306100000E+02   1.141840610E+03   0.000000000E+00  -2.046913563E+04   0.000000000E+00  -4.065454108E-03   0.000000000E+00
   1.306200000E+02   1.141840635E+03   0.000000000E+00  -2.046913532E+04   0.000000000E+00  -4.070520728E-03   0.000000000E+00
   1.306300000E+02   1.141840660E+03   0.000000000E+00  -2.046913501E+04   0.000000000E+00  -4.075585242E-03   0.000000000E+00
   1.306400000E+02   1.141840685E+03   0.000000000E+00  -2.046913470E+04   0.000000000E+00  -4.080647661E-03   0.000000000E+00
   1.306500000E+02   1.141840710E+03   0.000000000E+00  -2.046913439E+04   0.000000000E+00  -4.085707984E-03   0.000000000E+00
   1.306600000E+02   1.141840735E+03   0.000000000E+00  -2.046913408E+04   0.000000000E+00  -4.090766204E-03   0.000000000E+00
   1.306700000E+02   1.141840761E+03   0.000000000E+00  -2.046913377E+04   0.000000000E+00  -4.095822325E-03   0.000000000E+00
   1.306800000E+02   1.141840786E+03   0.000000000E+00  -2.046913345E+04   0.000000000E+00  -4.100876340E-03   0.000000000E+00
   1.306900000E+02   1.141840811E+03   0.000000000E+00  -2.046913314E+04   0.000000000E+00  -4.105928238E-03   0.000000000E+00
   1.307000000E+02   1.141840836E+03   0.000000000E+00  -2.046913283E+04   0.000000000E+00  -4.110978032E-03   0.000000000E+00
   1.307100000E+02   1.141840862E+03   0.000000000E+00  -2.046913252E+04   0.000000000E+00  -4.116025717E-03   0.000000000E+00
   1.307200000E+02   1.141840887E+03   0.000000000E+00  -2.046913220E+04   0.000000000E+00  -4.121071288E-03   0.000000000E+00
   1.307300000E+02   1.141840912E+03   0.000000000E+00  -2.046913189E+04   0.000000000E+00  -4.126114738E-03   0.000000000E+00
   1.307400000E+02   1.141840938E+03   0.000000000E+00  -2.046913158E+04   0.000000000E+00  -4.131156078E-03   0.000000000E+00
   1.307500000E+02   1.141840963E+03   0.000000000E+00  -2.046913126E+04   0.000000000E+00  -4.136195297E-03   0.000000000E+00
   1.307600000E+02   1.141840989E+03   0.000000000E+00  -2.046913095E+04   0.000000000E+00  -4.141232395E-03   0.000000000E+00
   1.307700000E+02   1.141841014E+03   0.000000000E+00  -2.046913063E+04   0.000000000E+00  -4.146267373E-03   0.000000000E+00
   1.307800000E+02   1.141841040E+03   0.000000000E+00  -2.046913032E+04   0.000000000E+00  -4.151300225E-03   0.000000000E+00
   1.307900000E+02   1.141841065E+03   0.000000000E+00  -2.046913000E+04   0.000000000E+00  -4.156330953E-03   0.000000000E+00
   1.308000000E+02   1.141841091E+03   0.000000000E+00  -2.046912968E+04   0.000000000E+00  -4.161359553E-03   0.000000000E+00
   1.308100000E+02   1.141841116E+03   0.000000000E+00  -2.046912937E+04   0.000000000E+00  -4.166386017E-03   0.000000000E+00
   1.308200000E+02   1.141841142E+03   0.000000000E+00  -2.046912905E+04   0.000000000E+00  -4.171410354E-03   0.000000000E+00
   1.308300000E+02   1.141841168E+03   0.000000000E+00  -2.046912873E+04   0.000000000E+00  -4.176432558E-03   0.000000000E+00
   1.308400000E+02   1.141841193E+03   0.000000000E+00  -2.046912842E+04   0.000000000E+00  -4.181452627E-03   0.000000000E+00
   1.308500000E+02   1.141841219E+03   0.000000000E+00  -2.046912810E+04   0.000000000E+00  -4.186470560E-03   0.000000000E+00
   1.308600000E+02   1.141841245E+03   0.000000000E+00  -2.046912778E+04   0.000000000E+00  -4.191486347E-03   0.000000000E+00
   1.308700000E+02   1.141841270E+03   0.000000000E+00  -2.046912746E+04   0.000000000E+00  -4.196500002E-03   0.000000000E+00
   1.308800000E+02   1.141841296E+03   0.000000000E+00  -2.046912714E+04   0.000000000E+00  -4.201511514E-03   0.000000000E+00
   1.308900000E+02   1.141841322E+03   0.000000000E+00  -2.046912682E+04   0.000000000E+00  -4.206520884E-03   0.000000000E+00
   1.309000000E+02   1.141841348E+03   0.000000000E+00  -2.046912650E+04   0.000000000E+00  -4.211528096E-03   0.000000000E+00
   1.309100000E+02   1.141841374E+03   0.000000000E+00  -2.046912618E+04   0.000000000E+00  -4.216533165E-03   0.000000000E+00
   1.309200000E+02   1.141841400E+03   0.000000000E+00  -2.046912586E+04   0.000000000E+00  -4.221536085E-03   0.000000000E+00
   1.309300000E+02   1.141841426E+03   0.000000000E+00  -2.046912554E+04   0.000000000E+00  -4.226536854E-03   0.000000000E+00
   1.309400000E+02   1.141841452E+03   0.000000000E+00  -2.046912522E+04   0.000000000E+00  -4.231535462E-03   0.000000000E+00
   1.309500000E+02   1.141841478E+03   0.000000000E+00  -2.046912490E+04   0.000000000E+00  -4.236531920E-03   0.000000000E+00
   1.309600000E+02   1.141841504E+03   0.000000000E+00  -2.046912458E+04   0.000000000E+00  -4.241526221E-03   0.000000000E+00
   1.309700000E+02   1.141841530E+03   0.000000000E+00  -2.046912425E+04   0.000000000E+00  -4.246518361E-03   0.000000000E+00
   1.309800000E+02   1.141841556E+03   0.000000000E+00  -2.046912393E+04   0.000000000E+00  -4.251508341E-03   0.000000000E+00
   1.309900000E+02   1.141841582E+03   0.000000000E+00  -2.046912361E+04   0.000000000E+00  -4.256496155E-03   0.000000000E+00
   1.310000000E+02   1.141841608E+03   0.000000000E+00  -2.046912328E+04   0.000000000E+00  -4.261481805E-03   0.000000000E+00
   1.310100000E+02   1.141841634E+03   0.000000000E+00  -2.046912296E+04   0.000000000E+00  -4.266465294E-03   0.000000000E+00
   1.310200000E+02   1.141841660E+03   0.000000000E+00  -2.046912264E+04   0.000000000E+00  -4.271446607E-03   0.000000000E+00
   1.310300000E+02   1.141841686E+03   0.000000000E+00  -2.046912231E+04   0.000000000E+00  -4.276425752E-03   0.000000000E+00
   1.310400000E+02   1.141841713E+03   0.000000000E+00  -2.046912199E+04   0.000000000E+00  -4.281402726E-03   0.000000000E+00
   1.310500000E+02   1.141841739E+03   0.000000000E+00  -2.046912166E+04   0.000000000E+00  -4.286377523E-03   0.000000000E+00
   1.310600000E+02   1.141841765E+03   0.000000000E+00  -2.046912134E+04   0.000000000E+00  -4.291350146E-03   0.000000000E+00
   1.310700000E+02   1.141841792E+03   0.000000000E+00  -2.046912101E+04   0.000000000E+00  -4.296320596E-03   0.000000000E+00
   1.310800000E+02   1.141841818E+03   0.000000000E+00  -2.046912068E+04   0.000000000E+00  -4.301288864E-03   0.000000000E+00
   1.310900000E+02   1.141841844E+03   0.000000000E+00  -2.046912036E+04   0.000000000E+00  -4.306254945E-03   0.000000000E+00
   1.311000000E+02   1.141841871E+03   0.000000000E+00  -2.046912003E+04   0.000000000E+00  -4.311218843E-03   0.000000000E+00
   1.311100000E+02   1.141841897E+03   0.000000000E+00  -2.046911970E+04   0.000000000E+00  -4.316180562E-03   0.000000000E+00
   1.311200000E+02   1.141841924E+03   0.000000000E+00  -2.046911937E+04   0.000000000E+00  -4.321140095E-03   0.000000000E+00
   1.311300000E+02   1.141841950E+03   0.000000000E+00  -2.046911905E+04   0.000000000E+00  -4.326097431E-03   0.000000000E+00
   1.311400000E+02   1.141841977E+03   0.000000000E+00  -2.046911872E+04   0.000000000E+00  -4.331052580E-03   0.000000000E+00
   1.311500000E+02   1.141842003E+03   0.000000000E+00  -2.046911839E+04   0.000000000E+00  -4.336005542E-03   0.000000000E+00
   1.311600000E+02   1.141842030E+03   0.000000000E+00  -2.046911806E+04   0.000000000E+00  -4.340956308E-03   0.000000000E+00
   1.311700000E+02   1.141842056E+03   0.000000000E+00  -2.046911773E+04   0.000000000E+00  -4.345904872E-03   0.000000000E+00
   1.311800000E+02   1.141842083E+03   0.000000000E+00  -2.046911740E+04   0.000000000E+00  -4.350851243E-03   0.000000000E+00
   1.311900000E+02   1.141842109E+03   0.000000000E+00  -2.046911707E+04   0.000000000E+00  -4.355795412E-03   0.000000000E+00
   1.312000000E+02   1.141842136E+03   0.000000000E+00  -2.046911674E+04   0.000000000E+00  -4.360737377E-03   0.000000000E+00
   1.312100000E+02   1.141842163E+03   0.000000000E+00  -2.046911641E+04   0.000000000E+00  -4.365677149E-03   0.000000000E+00
   1.312200000E+02   1.141842190E+03   0.000000000E+00  -2.046911608E+04   0.000000000E+00  -4.370614704E-03   0.000000000E+00
   1.312300000E+02   1.141842216E+03   0.000000000E+00  -2.046911575E+04   0.000000000E+00  -4.375550052E-03   0.000000000E+00
   1.312400000E+02   1.141842243E+03   0.000000000E+00  -2.046911541E+04   0.000000000E+00  -4.380483202E-03   0.000000000E+00
   1.312500000E+02   1.141842270E+03   0.000000000E+00  -2.046911508E+04   0.000000000E+00  -4.385414137E-03   0.000000000E+00
   1.312600000E+02   1.141842297E+03   0.000000000E+00  -2.046911475E+04   0.000000000E+00  -4.390342852E-03   0.000000000E+00
   1.312700000E+02   1.141842324E+03   0.000000000E+00  -2.046911442E+04   0.000000000E+00  -4.395269367E-03   0.000000000E+00
   1.312800000E+02   1.141842350E+03   0.000000000E+00  -2.046911408E+04   0.000000000E+00  -4.400193659E-03   0.000000000E+00
   1.312900000E+02   1.141842377E+03   0.000000000E+00  -2.046911375E+04   0.000000000E+00  -4.405115731E-03   0.000000000E+00
   1.313000000E+02   1.141842404E+03   0.000000000E+00  -2.046911341E+04   0.000000000E+00  -4.410035584E-03   0.000000000E+00
   1.313100000E+02   1.141842431E+03   0.000000000E+00  -2.046911308E+04   0.000000000E+00  -4.414953211E-03   0.000000000E+00
   1.313200000E+02   1.141842458E+03   0.000000000E+00  -2.046911275E+04   0.000000000E+00  -4.419868619E-03   0.000000000E+00
   1.313300000E+02   1.141842485E+03   0.000000000E+00  -2.046911241E+04   0.000000000E+00  -4.424781804E-03   0.000000000E+00
   1.313400000E+02   1.141842512E+03   0.000000000E+00  -2.046911207E+04   0.000000000E+00  -4.429692763E-03   0.000000000E+00
   1.313500000E+02   1.141842539E+03   0.000000000E+00  -2.046911174E+04   0.000000000E+00  -4.434601495E-03   0.000000000E+00
   1.313600000E+02   1.141842567E+03   0.000000000E+00  -2.046911140E+04   0.000000000E+00  -4.439507989E-03   0.000000000E+00
   1.313700000E+02   1.141842594E+03   0.000000000E+00  -2.046911107E+04   0.000000000E+00  -4.444412254E-03   0.000000000E+00
   1.313800000E+02   1.141842621E+03   0.000000000E+00  -2.046911073E+04   0.000000000E+00  -4.449314285E-03   0.000000000E+00
   1.313900000E+02   1.141842648E+03   0.000000000E+00  -2.046911039E+04   0.000000000E+00  -4.454214082E-03   0.000000000E+00
   1.314000000E+02   1.141842675E+03   0.000000000E+00  -2.046911005E+04   0.000000000E+00  -4.459111638E-03   0.000000000E+00
   1.314100000E+02   1.141842702E+03   0.000000000E+00  -2.046910972E+04   0.000000000E+00  -4.464006961E-03   0.000000000E+00
   1.314200000E+02   1.141842730E+03   0.000000000E+00  -2.046910938E+04   0.000000000E+00  -4.468900031E-03   0.000000000E+00
   1.314300000E+02   1.141842757E+03   0.000000000E+00  -2.046910904E+04   0.000000000E+00  -4.473790865E-03   0.000000000E+00
   1.314400000E+02   1.141842784E+03   0.000000000E+00  -2.046910870E+04   0.000000000E+00  -4.478679457E-03   0.000000000E+00
   1.314500000E+02   1.141842812E+03   0.000000000E+00  -2.046910836E+04   0.000000000E+00  -4.483565801E-03   0.000000000E+00
   1.314600000E+02   1.141842839E+03   0.000000000E+00  -2.046910802E+04   0.000000000E+00  -4.488449893E-03   0.000000000E+00
   1.314700000E+02   1.141842866E+03   0.000000000E+00  -2.046910768E+04   0.000000000E+00  -4.493331737E-03   0.000000000E+00
   1.314800000E+02   1.141842894E+03   0.000000000E+00  -2.046910734E+04   0.000000000E+00  -4.498211332E-03   0.000000000E+00
   1.314900000E+02   1.141842921E+03   0.000000000E+00  -2.046910700E+04   0.000000000E+00  -4.503088669E-03   0.000000000E+00
   1.315000000E+02   1.141842949E+03   0.000000000E+00  -2.046910666E+04   0.000000000E+00  -4.507963753E-03   0.000000000E+00
   1.315100000E+02   1.141842976E+03   0.000000000E+00  -2.046910632E+04   0.000000000E+00  -4.512836575E-03   0.000000000E+00
   1.315200000E+02   1.141843004E+03   0.000000000E+00  -2.046910597E+04   0.000000000E+00  -4.517707144E-03   0.000000000E+00
   1.315300000E+02   1.141843031E+03   0.000000000E+00  -2.046910563E+04   0.000000000E+00  -4.522575451E-03   0.000000000E+00
   1.315400000E+02   1.141843059E+03   0.000000000E+00  -2.046910529E+04   0.000000000E+00  -4.527441492E-03   0.000000000E+00
   1.315500000E+02   1.141843087E+03   0.000000000E+00  -2.046910495E+04   0.000000000E+00  -4.532305273E-03   0.000000000E+00
   1.315600000E+02   1.141843114E+03   0.000000000E+00  -2.046910460E+04   0.000000000E+00  -4.537166780E-03   0.000000000E+00
   1.315700000E+02   1.141843142E+03   0.000000000E+00  -2.046910426E+04   0.000000000E+00  -4.542026021E-03   0.000000000E+00
   1.315800000E+02   1.141843170E+03   0.000000000E+00  -2.046910392E+04   0.000000000E+00  -4.546882999E-03   0.000000000E+00
   1.315900000E+02   1.141843197E+03   0.000000000E+00  -2.046910357E+04   0.000000000E+00  -4.551737700E-03   0.000000000E+00
   1.316000000E+02   1.141843225E+03   0.000000000E+00  -2.046910323E+04   0.000000000E+00  -4.556590138E-03   0.000000000E+00
   1.316100000E+02   1.141843253E+03   0.000000000E+00  -2.046910288E+04   0.000000000E+00  -4.561440281E-03   0.000000000E+00
   1.316200000E+02   1.141843281E+03   0.000000000E+00  -2.046910254E+04   0.000000000E+00  -4.566288160E-03   0.000000000E+00
   1.316300000E+02   1.141843309E+03   0.000000000E+00  -2.046910219E+04   0.000000000E+00  -4.571133763E-03   0.000000000E+00
   1.316400000E+02   1.141843336E+03   0.000000000E+00  -2.046910184E+04   0.000000000E+00  -4.575977080E-03   0.000000000E+00
   1.316500000E+02   1.141843364E+03   0.000000000E+00  -2.046910150E+04   0.000000000E+00  -4.580818117E-03   0.000000000E+00
   1.316600000E+02   1.141843392E+03   0.000000000E+00  -2.046910115E+04   0.000000000E+00  -4.585656865E-03   0.000000000E+00
   1.316700000E+02   1.141843420E+03   0.000000000E+00  -2.046910080E+04   0.000000000E+00  -4.590493332E-03   0.000000000E+00
   1.316800000E+02   1.141843448E+03   0.000000000E+00  -2.046910046E+04   0.000000000E+00  -4.595327511E-03   0.000000000E+00
   1.316900000E+02   1.141843476E+03   0.000000000E+00  -2.046910011E+04   0.000000000E+00  -4.600159398E-03   0.000000000E+00
   1.317000000E+02   1.141843504E+03   0.000000000E+00  -2.046909976E+04   0.000000000E+00  -4.604988993E-03   0.000000000E+00
   1.317100000E+02   1.141843532E+03   0.000000000E+00  -2.046909941E+04   0.000000000E+00  -4.609816304E-03   0.000000000E+00
   1.317200000E+02   1.141843560E+03   0.000000000E+00  -2.046909906E+04   0.000000000E+00  -4.614641308E-03   0.000000000E+00
   1.317300000E+02   1.141843588E+03   0.000000000E+00  -2.046909871E+04   0.000000000E+00  -4.619464020E-03   0.000000000E+00
   1.317400000E+02   1.141843616E+03   0.000000000E+00  -2.046909836E+04   0.000000000E+00  -4.624284433E-03   0.000000000E+00
   1.317500000E+02   1.141843645E+03   0.000000000E+00  -2.046909801E+04   0.000000000E+00  -4.629102550E-03   0.000000000E+00
   1.317600000E+02   1.141843673E+03   0.000000000E+00  -2.046909766E+04   0.000000000E+00  -4.633918365E-03   0.000000000E+00
   1.317700000E+02   1.141843701E+03   0.000000000E+00  -2.046909731E+04   0.000000000E+00  -4.638731876E-03   0.000000000E+00
   1.317800000E+02   1.141843729E+03   0.000000000E+00  -2.046909696E+04   0.000000000E+00  -4.643543081E-03   0.000000000E+00
   1.317900000E+02   1.141843757E+03   0.000000000E+00  -2.046909661E+04   0.000000000E+00  -4.648351984E-03   0.000000000E+00
   1.318000000E+02   1.141843786E+03   0.000000000E+00  -2.046909626E+04   0.000000000E+00  -4.653158565E-03   0.000000000E+00
   1.318100000E+02   1.141843814E+03   0.000000000E+00  -2.046909591E+04   0.000000000E+00  -4.657962847E-03   0.000000000E+00
   1.318200000E+02   1.141843842E+03   0.000000000E+00  -2.046909556E+04   0.000000000E+00  -4.662764815E-03   0.000000000E+00
   1.318300000E+02   1.141843871E+03   0.000000000E+00  -2.046909520E+04   0.000000000E+00  -4.667564470E-03   0.000000000E+00
   1.318400000E+02   1.141843899E+03   0.000000000E+00  -2.046909485E+04   0.000000000E+00  -4.672361800E-03   0.000000000E+00
   1.318500000E+02   1.141843928E+03   0.000000000E+00  -2.046909450E+04   0.000000000E+00  -4.677156820E-03   0.000000000E+00
   1.318600000E+02   1.141843956E+03   0.000000000E+00  -2.046909414E+04   0.000000000E+00  -4.681949518E-03   0.000000000E+00
   1.318700000E+02   1.141843984E+03   0.000000000E+00  -2.046909379E+04   0.000000000E+00  -4.686739903E-03   0.000000000E+00
   1.318800000E+02   1.141844013E+03   0.000000000E+00  -2.046909343E+04   0.000000000E+00  -4.691527960E-03   0.000000000E+00
   1.318900000E+02   1.141844042E+03   0.000000000E+00  -2.046909308E+04   0.000000000E+00  -4.696313688E-03   0.000000000E+00
   1.319000000E+02   1.141844070E+03   0.000000000E+00  -2.046909272E+04   0.000000000E+00  -4.701097099E-03   0.000000000E+00
   1.319100000E+02   1.141844099E+03   0.000000000E+00  -2.046909237E+04   0.000000000E+00  -4.705878178E-03   0.000000000E+00
   1.319200000E+02   1.141844127E+03   0.000000000E+00  -2.046909201E+04   0.000000000E+00  -4.710656925E-03   0.000000000E+00
   1.319300000E+02   1.141844156E+03   0.000000000E+00  -2.046909166E+04   0.000000000E+00  -4.715433337E-03   0.000000000E+00
   1.319400000E+02   1.141844185E+03   0.000000000E+00  -2.046909130E+04   0.000000000E+00  -4.720207420E-03   0.000000000E+00
   1.319500000E+02   1.141844213E+03   0.000000000E+00  -2.046909094E+04   0.000000000E+00  -4.724979175E-03   0.000000000E+00
   1.319600000E+02   1.141844242E+03   0.000000000E+00  -2.046909059E+04   0.000000000E+00  -4.729748583E-03   0.000000000E+00
   1.319700000E+02   1.141844271E+03   0.000000000E+00  -2.046909023E+04   0.000000000E+00  -4.734515656E-03   0.000000000E+00
   1.319800000E+02   1.141844299E+03   0.000000000E+00  -2.046908987E+04   0.000000000E+00  -4.739280394E-03   0.000000000E+00
   1.319900000E+02   1.141844328E+03   0.000000000E+00  -2.046908951E+04   0.000000000E+00  -4.744042784E-03   0.000000000E+00
   1.320000000E+02   1.141844357E+03   0.000000000E+00  -2.046908916E+04   0.000000000E+00  -4.748802832E-03   0.000000000E+00
   1.320100000E+02   1.141844386E+03   0.000000000E+00  -2.046908880E+04   0.000000000E+00  -4.753560537E-03   0.000000000E+00
   1.320200000E+02   1.141844415E+03   0.000000000E+00  -2.046908844E+04   0.000000000E+00  -4.758315892E-03   0.000000000E+00
   1.320300000E+02   1.141844444E+03   0.000000000E+00  -2.046908808E+04   0.000000000E+00  -4.763068901E-03   0.000000000E+00
   1.320400000E+02   1.141844472E+03   0.000000000E+00  -2.046908772E+04   0.000000000E+00  -4.767819555E-03   0.000000000E+00
   1.320500000E+02   1.141844501E+03   0.000000000E+00  -2.046908736E+04   0.000000000E+00  -4.772567852E-03   0.000000000E+00
   1.320600000E+02   1.141844530E+03   0.000000000E+00  -2.046908700E+04   0.000000000E+00  -4.777313814E-03   0.000000000E+00
   1.320700000E+02   1.141844559E+03   0.000000000E+00  -2.046908664E+04   0.000000000E+00  -4.782057407E-03   0.000000000E+00
   1.320800000E+02   1.141844588E+03   0.000000000E+00  -2.046908627E+04   0.000000000E+00  -4.786798640E-03   0.000000000E+00
   1.320900000E+02   1.141844617E+03   0.000000000E+00  -2.046908591E+04   0.000000000E+00  -4.791537518E-03   0.000000000E+00
   1.321000000E+02   1.141844647E+03   0.000000000E+00  -2.046908555E+04   0.000000000E+00  -4.796274039E-03   0.000000000E+00
   1.321100000E+02   1.141844676E+03   0.000000000E+00  -2.046908519E+04   0.000000000E+00  -4.801008188E-03   0.000000000E+00
   1.321200000E+02   1.141844705E+03   0.000000000E+00  -2.046908483E+04   0.000000000E+00  -4.805739984E-03   0.000000000E+00
   1.321300000E+02   1.141844734E+03   0.000000000E+00  -2.046908446E+04   0.000000000E+00  -4.810469403E-03   0.000000000E+00
   1.321400000E+02   1.141844763E+03   0.000000000E+00  -2.046908410E+04   0.000000000E+00  -4.815196462E-03   0.000000000E+00
   1.321500000E+02   1.141844792E+03   0.000000000E+00  -2.046908374E+04   0.000000000E+00  -4.819921152E-03   0.000000000E+00
   1.321600000E+02   1.141844821E+03   0.000000000E+00  -2.046908337E+04   0.000000000E+00  -4.824643467E-03   0.000000000E+00
   1.321700000E+02   1.141844851E+03   0.000000000E+00  -2.046908301E+04   0.000000000E+00  -4.829363410E-03   0.000000000E+00
   1.321800000E+02   1.141844880E+03   0.000000000E+00  -2.046908264E+04   0.000000000E+00  -4.834080977E-03   0.000000000E+00
   1.321900000E+02   1.141844909E+03   0.000000000E+00  -2.046908228E+04   0.000000000E+00  -4.838796172E-03   0.000000000E+00
   1.322000000E+02   1.141844939E+03   0.000000000E+00  -2.046908191E+04   0.000000000E+00  -4.843508988E-03   0.000000000E+00
   1.322100000E+02   1.141844968E+03   0.000000000E+00  -2.046908155E+04   0.000000000E+00  -4.848219422E-03   0.000000000E+00
   1.322200000E+02   1.141844997E+03   0.000000000E+00  -2.046908118E+04   0.000000000E+00  -4.852927475E-03   0.000000000E+00
   1.322300000E+02   1.141845027E+03   0.000000000E+00  -2.046908082E+04   0.000000000E+00  -4.857633139E-03   0.000000000E+00
   1.322400000E+02   1.141845056E+03   0.000000000E+00  -2.046908045E+04   0.000000000E+00  -4.862336431E-03   0.000000000E+00
