   Time[sec]         u[ft/s]           v[ft/s]           w[ft/s]           p[rad/s]          q[rad/s]          r[rad/s]          x[ft]             y[ft]             z[ft]             alpha[deg]        beta[deg]         phi[deg]          psi[deg]          eo                e1            
   1.516000000E+01   6.330426854E+02   0.000000000E+00   3.531658409E+01   0.000000000E+00   3.352675792E-06   0.000000000E+00   9.611656599E+03   0.000000000E+00  -1.499947015E+04   3.193143034E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123993E-01   0.000000000E+00
   1.517000000E+01   6.330426970E+02   0.000000000E+00   3.531658446E+01   0.000000000E+00   3.354180896E-06   0.000000000E+00   9.617996869E+03   0.000000000E+00  -1.499946987E+04   3.193143009E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123988E-01   0.000000000E+00
   1.518000000E+01   6.330427087E+02   0.000000000E+00   3.531658483E+01   0.000000000E+00   3.355684628E-06   0.000000000E+00   9.624337140E+03   0.000000000E+00  -1.499946959E+04   3.193142984E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123983E-01   0.000000000E+00
   1.519000000E+01   6.330427203E+02   0.000000000E+00   3.531658520E+01   0.000000000E+00   3.357187000E-06   0.000000000E+00   9.630677411E+03   0.000000000E+00  -1.499946931E+04   3.193142959E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123979E-01   0.000000000E+00
   1.520000000E+01   6.330427319E+02   0.000000000E+00   3.531658557E+01   0.000000000E+00   3.358688024E-06   0.000000000E+00   9.637017682E+03   0.000000000E+00  -1.499946903E+04   3.193142934E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123974E-01   0.000000000E+00
   1.521000000E+01   6.330427435E+02   0.000000000E+00   3.531658594E+01   0.000000000E+00   3.360187712E-06   0.000000000E+00   9.643357953E+03   0.000000000E+00  -1.499946876E+04   3.193142909E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123969E-01   0.000000000E+00
   1.522000000E+01   6.330427551E+02   0.000000000E+00   3.531658631E+01   0.000000000E+00   3.361686076E-06   0.000000000E+00   9.649698224E+03   0.000000000E+00  -1.499946848E+04   3.193142884E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123965E-01   0.000000000E+00
   1.523000000E+01   6.330427666E+02   0.000000000E+00   3.531658668E+01   0.000000000E+00   3.363183127E-06   0.000000000E+00   9.656038495E+03   0.000000000E+00  -1.499946820E+04   3.193142859E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123960E-01   0.000000000E+00
   1.524000000E+01   6.330427782E+02   0.000000000E+00   3.531658704E+01   0.000000000E+00   3.364678876E-06   0.000000000E+00   9.662378767E+03   0.000000000E+00  -1.499946792E+04   3.193142834E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123955E-01   0.000000000E+00
   1.525000000E+01   6.330427897E+02   0.000000000E+00   3.531658741E+01   0.000000000E+00   3.366173335E-06   0.000000000E+00   9.668719038E+03   0.000000000E+00  -1.499946764E+04   3.193142809E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123950E-01   0.000000000E+00
   1.526000000E+01   6.330428013E+02   0.000000000E+00   3.531658777E+01   0.000000000E+00   3.367666513E-06   0.000000000E+00   9.675059310E+03   0.000000000E+00  -1.499946736E+04   3.193142784E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123946E-01   0.000000000E+00
   1.527000000E+01   6.330428128E+02   0.000000000E+00   3.531658814E+01   0.000000000E+00   3.369158421E-06   0.000000000E+00   9.681399581E+03   0.000000000E+00  -1.499946708E+04   3.193142759E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123941E-01   0.000000000E+00
   1.528000000E+01   6.330428243E+02   0.000000000E+00   3.531658850E+01   0.000000000E+00   3.370649070E-06   0.000000000E+00   9.687739853E+03   0.000000000E+00  -1.499946681E+04   3.193142734E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123936E-01   0.000000000E+00
   1.529000000E+01   6.330428358E+02   0.000000000E+00   3.531658887E+01   0.000000000E+00   3.372138469E-06   0.000000000E+00   9.694080125E+03   0.000000000E+00  -1.499946653E+04   3.193142708E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123932E-01   0.000000000E+00
   1.530000000E+01   6.330428473E+02   0.000000000E+00   3.531658923E+01   0.000000000E+00   3.373626628E-06   0.000000000E+00   9.700420397E+03   0.000000000E+00  -1.499946625E+04   3.193142683E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123927E-01   0.000000000E+00
   1.531000000E+01   6.330428587E+02   0.000000000E+00   3.531658959E+01   0.000000000E+00   3.375113557E-06   0.000000000E+00   9.706760669E+03   0.000000000E+00  -1.499946598E+04   3.193142658E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123922E-01   0.000000000E+00
   1.532000000E+01   6.330428702E+02   0.000000000E+00   3.531658995E+01   0.000000000E+00   3.376599264E-06   0.000000000E+00   9.713100942E+03   0.000000000E+00  -1.499946570E+04   3.193142633E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123918E-01   0.000000000E+00
   1.533000000E+01   6.330428817E+02   0.000000000E+00   3.531659031E+01   0.000000000E+00   3.378083758E-06   0.000000000E+00   9.719441214E+03   0.000000000E+00  -1.499946542E+04   3.193142608E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123913E-01   0.000000000E+00
   1.534000000E+01   6.330428931E+02   0.000000000E+00   3.531659067E+01   0.000000000E+00   3.379567048E-06   0.000000000E+00   9.725781487E+03   0.000000000E+00  -1.499946515E+04   3.193142583E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123908E-01   0.000000000E+00
   1.535000000E+01   6.330429045E+02   0.000000000E+00   3.531659103E+01   0.000000000E+00   3.381049143E-06   0.000000000E+00   9.732121759E+03   0.000000000E+00  -1.499946487E+04   3.193142558E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123904E-01   0.000000000E+00
   1.536000000E+01   6.330429159E+02   0.000000000E+00   3.531659139E+01   0.000000000E+00   3.382530050E-06   0.000000000E+00   9.738462032E+03   0.000000000E+00  -1.499946459E+04   3.193142533E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123899E-01   0.000000000E+00
   1.537000000E+01   6.330429273E+02   0.000000000E+00   3.531659175E+01   0.000000000E+00   3.384009778E-06   0.000000000E+00   9.744802305E+03   0.000000000E+00  -1.499946432E+04   3.193142508E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123894E-01   0.000000000E+00
   1.538000000E+01   6.330429387E+02   0.000000000E+00   3.531659211E+01   0.000000000E+00   3.385488334E-06   0.000000000E+00   9.751142578E+03   0.000000000E+00  -1.499946404E+04   3.193142483E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123889E-01   0.000000000E+00
   1.539000000E+01   6.330429501E+02   0.000000000E+00   3.531659247E+01   0.000000000E+00   3.386965725E-06   0.000000000E+00   9.757482851E+03   0.000000000E+00  -1.499946377E+04   3.193142458E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123885E-01   0.000000000E+00
   1.540000000E+01   6.330429615E+02   0.000000000E+00   3.531659282E+01   0.000000000E+00   3.388441960E-06   0.000000000E+00   9.763823124E+03   0.000000000E+00  -1.499946349E+04   3.193142433E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123880E-01   0.000000000E+00
   1.541000000E+01   6.330429728E+02   0.000000000E+00   3.531659318E+01   0.000000000E+00   3.389917044E-06   0.000000000E+00   9.770163398E+03   0.000000000E+00  -1.499946322E+04   3.193142408E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123875E-01   0.000000000E+00
   1.542000000E+01   6.330429841E+02   0.000000000E+00   3.531659353E+01   0.000000000E+00   3.391390985E-06   0.000000000E+00   9.776503671E+03   0.000000000E+00  -1.499946294E+04   3.193142383E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123871E-01   0.000000000E+00
   1.543000000E+01   6.330429955E+02   0.000000000E+00   3.531659389E+01   0.000000000E+00   3.392863789E-06   0.000000000E+00   9.782843945E+03   0.000000000E+00  -1.499946267E+04   3.193142358E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123866E-01   0.000000000E+00
   1.544000000E+01   6.330430068E+02   0.000000000E+00   3.531659424E+01   0.000000000E+00   3.394335462E-06   0.000000000E+00   9.789184218E+03   0.000000000E+00  -1.499946239E+04   3.193142333E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123861E-01   0.000000000E+00
   1.545000000E+01   6.330430181E+02   0.000000000E+00   3.531659460E+01   0.000000000E+00   3.395806010E-06   0.000000000E+00   9.795524492E+03   0.000000000E+00  -1.499946212E+04   3.193142308E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123856E-01   0.000000000E+00
   1.546000000E+01   6.330430294E+02   0.000000000E+00   3.531659495E+01   0.000000000E+00   3.397275440E-06   0.000000000E+00   9.801864766E+03   0.000000000E+00  -1.499946185E+04   3.193142283E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123852E-01   0.000000000E+00
   1.547000000E+01   6.330430407E+02   0.000000000E+00   3.531659530E+01   0.000000000E+00   3.398743756E-06   0.000000000E+00   9.808205040E+03   0.000000000E+00  -1.499946157E+04   3.193142258E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123847E-01   0.000000000E+00
   1.548000000E+01   6.330430519E+02   0.000000000E+00   3.531659565E+01   0.000000000E+00   3.400210964E-06   0.000000000E+00   9.814545314E+03   0.000000000E+00  -1.499946130E+04   3.193142233E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123842E-01   0.000000000E+00
   1.549000000E+01   6.330430632E+02   0.000000000E+00   3.531659600E+01   0.000000000E+00   3.401677070E-06   0.000000000E+00   9.820885588E+03   0.000000000E+00  -1.499946103E+04   3.193142208E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123837E-01   0.000000000E+00
   1.550000000E+01   6.330430744E+02   0.000000000E+00   3.531659636E+01   0.000000000E+00   3.403142077E-06   0.000000000E+00   9.827225863E+03   0.000000000E+00  -1.499946075E+04   3.193142183E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123833E-01   0.000000000E+00
   1.551000000E+01   6.330430857E+02   0.000000000E+00   3.531659671E+01   0.000000000E+00   3.404605991E-06   0.000000000E+00   9.833566137E+03   0.000000000E+00  -1.499946048E+04   3.193142158E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123828E-01   0.000000000E+00
   1.552000000E+01   6.330430969E+02   0.000000000E+00   3.531659706E+01   0.000000000E+00   3.406068816E-06   0.000000000E+00   9.839906412E+03   0.000000000E+00  -1.499946021E+04   3.193142133E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123823E-01   0.000000000E+00
   1.553000000E+01   6.330431081E+02   0.000000000E+00   3.531659740E+01   0.000000000E+00   3.407530557E-06   0.000000000E+00   9.846246686E+03   0.000000000E+00  -1.499945994E+04   3.193142108E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123818E-01   0.000000000E+00
   1.554000000E+01   6.330431193E+02   0.000000000E+00   3.531659775E+01   0.000000000E+00   3.408991217E-06   0.000000000E+00   9.852586961E+03   0.000000000E+00  -1.499945967E+04   3.193142083E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123814E-01   0.000000000E+00
   1.555000000E+01   6.330431305E+02   0.000000000E+00   3.531659810E+01   0.000000000E+00   3.410450801E-06   0.000000000E+00   9.858927236E+03   0.000000000E+00  -1.499945939E+04   3.193142058E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123809E-01   0.000000000E+00
   1.556000000E+01   6.330431416E+02   0.000000000E+00   3.531659845E+01   0.000000000E+00   3.411909311E-06   0.000000000E+00   9.865267511E+03   0.000000000E+00  -1.499945912E+04   3.193142034E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123804E-01   0.000000000E+00
   1.557000000E+01   6.330431528E+02   0.000000000E+00   3.531659879E+01   0.000000000E+00   3.413366751E-06   0.000000000E+00   9.871607786E+03   0.000000000E+00  -1.499945885E+04   3.193142009E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123799E-01   0.000000000E+00
   1.558000000E+01   6.330431639E+02   0.000000000E+00   3.531659914E+01   0.000000000E+00   3.414823125E-06   0.000000000E+00   9.877948062E+03   0.000000000E+00  -1.499945858E+04   3.193141984E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123795E-01   0.000000000E+00
   1.559000000E+01   6.330431751E+02   0.000000000E+00   3.531659949E+01   0.000000000E+00   3.416278436E-06   0.000000000E+00   9.884288337E+03   0.000000000E+00  -1.499945831E+04   3.193141959E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123790E-01   0.000000000E+00
   1.560000000E+01   6.330431862E+02   0.000000000E+00   3.531659983E+01   0.000000000E+00   3.417732685E-06   0.000000000E+00   9.890628612E+03   0.000000000E+00  -1.499945804E+04   3.193141934E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123785E-01   0.000000000E+00
   1.561000000E+01   6.330431973E+02   0.000000000E+00   3.531660018E+01   0.000000000E+00   3.419185876E-06   0.000000000E+00   9.896968888E+03   0.000000000E+00  -1.499945777E+04   3.193141909E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123780E-01   0.000000000E+00
   1.562000000E+01   6.330432084E+02   0.000000000E+00   3.531660052E+01   0.000000000E+00   3.420638012E-06   0.000000000E+00   9.903309164E+03   0.000000000E+00  -1.499945750E+04   3.193141885E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123776E-01   0.000000000E+00
   1.563000000E+01   6.330432195E+02   0.000000000E+00   3.531660087E+01   0.000000000E+00   3.422089094E-06   0.000000000E+00   9.909649439E+03   0.000000000E+00  -1.499945723E+04   3.193141860E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123771E-01   0.000000000E+00
   1.564000000E+01   6.330432305E+02   0.000000000E+00   3.531660121E+01   0.000000000E+00   3.423539124E-06   0.000000000E+00   9.915989715E+03   0.000000000E+00  -1.499945696E+04   3.193141835E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123766E-01   0.000000000E+00
   1.565000000E+01   6.330432416E+02   0.000000000E+00   3.531660155E+01   0.000000000E+00   3.424988104E-06   0.000000000E+00   9.922329991E+03   0.000000000E+00  -1.499945669E+04   3.193141810E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123761E-01   0.000000000E+00
   1.566000000E+01   6.330432526E+02   0.000000000E+00   3.531660189E+01   0.000000000E+00   3.426436036E-06   0.000000000E+00   9.928670267E+03   0.000000000E+00  -1.499945642E+04   3.193141786E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123757E-01   0.000000000E+00
   1.567000000E+01   6.330432637E+02   0.000000000E+00   3.531660224E+01   0.000000000E+00   3.427882921E-06   0.000000000E+00   9.935010544E+03   0.000000000E+00  -1.499945615E+04   3.193141761E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123752E-01   0.000000000E+00
   1.568000000E+01   6.330432747E+02   0.000000000E+00   3.531660258E+01   0.000000000E+00   3.429328761E-06   0.000000000E+00   9.941350820E+03   0.000000000E+00  -1.499945588E+04   3.193141736E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123747E-01   0.000000000E+00
   1.569000000E+01   6.330432857E+02   0.000000000E+00   3.531660292E+01   0.000000000E+00   3.430773556E-06   0.000000000E+00   9.947691097E+03   0.000000000E+00  -1.499945561E+04   3.193141711E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123742E-01   0.000000000E+00
   1.570000000E+01   6.330432967E+02   0.000000000E+00   3.531660326E+01   0.000000000E+00   3.432217307E-06   0.000000000E+00   9.954031373E+03   0.000000000E+00  -1.499945534E+04   3.193141687E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123738E-01   0.000000000E+00
   1.571000000E+01   6.330433077E+02   0.000000000E+00   3.531660360E+01   0.000000000E+00   3.433660016E-06   0.000000000E+00   9.960371650E+03   0.000000000E+00  -1.499945508E+04   3.193141662E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123733E-01   0.000000000E+00
   1.572000000E+01   6.330433187E+02   0.000000000E+00   3.531660394E+01   0.000000000E+00   3.435101682E-06   0.000000000E+00   9.966711927E+03   0.000000000E+00  -1.499945481E+04   3.193141638E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123728E-01   0.000000000E+00
   1.573000000E+01   6.330433296E+02   0.000000000E+00   3.531660428E+01   0.000000000E+00   3.436542307E-06   0.000000000E+00   9.973052203E+03   0.000000000E+00  -1.499945454E+04   3.193141613E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123723E-01   0.000000000E+00
   1.574000000E+01   6.330433406E+02   0.000000000E+00   3.531660461E+01   0.000000000E+00   3.437981889E-06   0.000000000E+00   9.979392480E+03   0.000000000E+00  -1.499945427E+04   3.193141588E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123718E-01   0.000000000E+00
   1.575000000E+01   6.330433515E+02   0.000000000E+00   3.531660495E+01   0.000000000E+00   3.439420430E-06   0.000000000E+00   9.985732758E+03   0.000000000E+00  -1.499945400E+04   3.193141564E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123714E-01   0.000000000E+00
   1.576000000E+01   6.330433625E+02   0.000000000E+00   3.531660529E+01   0.000000000E+00   3.440857928E-06   0.000000000E+00   9.992073035E+03   0.000000000E+00  -1.499945374E+04   3.193141539E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123709E-01   0.000000000E+00
   1.577000000E+01   6.330433734E+02   0.000000000E+00   3.531660563E+01   0.000000000E+00   3.442294385E-06   0.000000000E+00   9.998413312E+03   0.000000000E+00  -1.499945347E+04   3.193141515E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123704E-01   0.000000000E+00
   1.578000000E+01   6.330433843E+02   0.000000000E+00   3.531660596E+01   0.000000000E+00   3.443729799E-06   0.000000000E+00   1.000475359E+04   0.000000000E+00  -1.499945320E+04   3.193141490E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123699E-01   0.000000000E+00
   1.579000000E+01   6.330433952E+02   0.000000000E+00   3.531660630E+01   0.000000000E+00   3.445164170E-06   0.000000000E+00   1.001109387E+04   0.000000000E+00  -1.499945294E+04   3.193141466E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123694E-01   0.000000000E+00
   1.580000000E+01   6.330434060E+02   0.000000000E+00   3.531660663E+01   0.000000000E+00   3.446597497E-06   0.000000000E+00   1.001743414E+04   0.000000000E+00  -1.499945267E+04   3.193141441E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123690E-01   0.000000000E+00
   1.581000000E+01   6.330434169E+02   0.000000000E+00   3.531660697E+01   0.000000000E+00   3.448029778E-06   0.000000000E+00   1.002377442E+04   0.000000000E+00  -1.499945241E+04   3.193141417E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123685E-01   0.000000000E+00
   1.582000000E+01   6.330434278E+02   0.000000000E+00   3.531660730E+01   0.000000000E+00   3.449461014E-06   0.000000000E+00   1.003011470E+04   0.000000000E+00  -1.499945214E+04   3.193141392E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123680E-01   0.000000000E+00
   1.583000000E+01   6.330434386E+02   0.000000000E+00   3.531660764E+01   0.000000000E+00   3.450891203E-06   0.000000000E+00   1.003645498E+04   0.000000000E+00  -1.499945187E+04   3.193141368E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123675E-01   0.000000000E+00
   1.584000000E+01   6.330434494E+02   0.000000000E+00   3.531660797E+01   0.000000000E+00   3.452320343E-06   0.000000000E+00   1.004279526E+04   0.000000000E+00  -1.499945161E+04   3.193141344E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123670E-01   0.000000000E+00
   1.585000000E+01   6.330434602E+02   0.000000000E+00   3.531660831E+01   0.000000000E+00   3.453748433E-06   0.000000000E+00   1.004913553E+04   0.000000000E+00  -1.499945134E+04   3.193141319E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123666E-01   0.000000000E+00
   1.586000000E+01   6.330434710E+02   0.000000000E+00   3.531660864E+01   0.000000000E+00   3.455175472E-06   0.000000000E+00   1.005547581E+04   0.000000000E+00  -1.499945108E+04   3.193141295E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123661E-01   0.000000000E+00
   1.587000000E+01   6.330434818E+02   0.000000000E+00   3.531660897E+01   0.000000000E+00   3.456601457E-06   0.000000000E+00   1.006181609E+04   0.000000000E+00  -1.499945081E+04   3.193141271E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123656E-01   0.000000000E+00
   1.588000000E+01   6.330434926E+02   0.000000000E+00   3.531660930E+01   0.000000000E+00   3.458026386E-06   0.000000000E+00   1.006815637E+04   0.000000000E+00  -1.499945055E+04   3.193141246E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123651E-01   0.000000000E+00
   1.589000000E+01   6.330435034E+02   0.000000000E+00   3.531660964E+01   0.000000000E+00   3.459450259E-06   0.000000000E+00   1.007449665E+04   0.000000000E+00  -1.499945028E+04   3.193141222E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123646E-01   0.000000000E+00
   1.590000000E+01   6.330435141E+02   0.000000000E+00   3.531660997E+01   0.000000000E+00   3.460873072E-06   0.000000000E+00   1.008083693E+04   0.000000000E+00  -1.499945002E+04   3.193141198E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123642E-01   0.000000000E+00
   1.591000000E+01   6.330435249E+02   0.000000000E+00   3.531661030E+01   0.000000000E+00   3.462294823E-06   0.000000000E+00   1.008717721E+04   0.000000000E+00  -1.499944976E+04   3.193141174E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123637E-01   0.000000000E+00
   1.592000000E+01   6.330435356E+02   0.000000000E+00   3.531661063E+01   0.000000000E+00   3.463715511E-06   0.000000000E+00   1.009351749E+04   0.000000000E+00  -1.499944949E+04   3.193141150E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123632E-01   0.000000000E+00
   1.593000000E+01   6.330435463E+02   0.000000000E+00   3.531661096E+01   0.000000000E+00   3.465135131E-06   0.000000000E+00   1.009985776E+04   0.000000000E+00  -1.499944923E+04   3.193141125E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123627E-01   0.000000000E+00
   1.594000000E+01   6.330435570E+02   0.000000000E+00   3.531661129E+01   0.000000000E+00   3.466553683E-06   0.000000000E+00   1.010619804E+04   0.000000000E+00  -1.499944897E+04   3.193141101E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123622E-01   0.000000000E+00
   1.595000000E+01   6.330435677E+02   0.000000000E+00   3.531661162E+01   0.000000000E+00   3.467971162E-06   0.000000000E+00   1.011253832E+04   0.000000000E+00  -1.499944870E+04   3.193141077E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123617E-01   0.000000000E+00
   1.596000000E+01   6.330435784E+02   0.000000000E+00   3.531661195E+01   0.000000000E+00   3.469387566E-06   0.000000000E+00   1.011887860E+04   0.000000000E+00  -1.499944844E+04   3.193141053E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123613E-01   0.000000000E+00
   1.597000000E+01   6.330435891E+02   0.000000000E+00   3.531661228E+01   0.000000000E+00   3.470802893E-06   0.000000000E+00   1.012521888E+04   0.000000000E+00  -1.499944818E+04   3.193141029E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123608E-01   0.000000000E+00
   1.598000000E+01   6.330435997E+02   0.000000000E+00   3.531661261E+01   0.000000000E+00   3.472217139E-06   0.000000000E+00   1.013155916E+04   0.000000000E+00  -1.499944792E+04   3.193141005E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123603E-01   0.000000000E+00
   1.599000000E+01   6.330436104E+02   0.000000000E+00   3.531661293E+01   0.000000000E+00   3.473630301E-06   0.000000000E+00   1.013789944E+04   0.000000000E+00  -1.499944765E+04   3.193140981E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123598E-01   0.000000000E+00
   1.600000000E+01   6.330436210E+02   0.000000000E+00   3.531661326E+01   0.000000000E+00   3.475042375E-06   0.000000000E+00   1.014423972E+04   0.000000000E+00  -1.499944739E+04   3.193140957E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123593E-01   0.000000000E+00
   1.601000000E+01   6.330436316E+02   0.000000000E+00   3.531661359E+01   0.000000000E+00   3.476453359E-06   0.000000000E+00   1.015058000E+04   0.000000000E+00  -1.499944713E+04   3.193140933E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123588E-01   0.000000000E+00
   1.602000000E+01   6.330436422E+02   0.000000000E+00   3.531661391E+01   0.000000000E+00   3.477863248E-06   0.000000000E+00   1.015692028E+04   0.000000000E+00  -1.499944687E+04   3.193140909E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123584E-01   0.000000000E+00
   1.603000000E+01   6.330436528E+02   0.000000000E+00   3.531661424E+01   0.000000000E+00   3.479272040E-06   0.000000000E+00   1.016326056E+04   0.000000000E+00  -1.499944661E+04   3.193140885E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123579E-01   0.000000000E+00
   1.604000000E+01   6.330436634E+02   0.000000000E+00   3.531661457E+01   0.000000000E+00   3.480679730E-06   0.000000000E+00   1.016960084E+04   0.000000000E+00  -1.499944635E+04   3.193140861E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123574E-01   0.000000000E+00
   1.605000000E+01   6.330436740E+02   0.000000000E+00   3.531661489E+01   0.000000000E+00   3.482086316E-06   0.000000000E+00   1.017594112E+04   0.000000000E+00  -1.499944609E+04   3.193140838E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123569E-01   0.000000000E+00
   1.606000000E+01   6.330436845E+02   0.000000000E+00   3.531661522E+01   0.000000000E+00   3.483491792E-06   0.000000000E+00   1.018228140E+04   0.000000000E+00  -1.499944583E+04   3.193140814E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123564E-01   0.000000000E+00
   1.607000000E+01   6.330436951E+02   0.000000000E+00   3.531661554E+01   0.000000000E+00   3.484896155E-06   0.000000000E+00   1.018862168E+04   0.000000000E+00  -1.499944557E+04   3.193140790E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123559E-01   0.000000000E+00
   1.608000000E+01   6.330437056E+02   0.000000000E+00   3.531661587E+01   0.000000000E+00   3.486299402E-06   0.000000000E+00   1.019496196E+04   0.000000000E+00  -1.499944531E+04   3.193140766E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123555E-01   0.000000000E+00
   1.609000000E+01   6.330437161E+02   0.000000000E+00   3.531661619E+01   0.000000000E+00   3.487701528E-06   0.000000000E+00   1.020130224E+04   0.000000000E+00  -1.499944505E+04   3.193140743E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123550E-01   0.000000000E+00
   1.610000000E+01   6.330437266E+02   0.000000000E+00   3.531661652E+01   0.000000000E+00   3.489102528E-06   0.000000000E+00   1.020764252E+04   0.000000000E+00  -1.499944479E+04   3.193140719E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996123545E-01   0.000000000E+00
